COMPETITOR,COUNTRY,CITY,ZONE,ZONE_TYPE,ZONE_PRIORITIZATION,METRIC,L8W_ROLL,L7W_ROLL,L6W_ROLL,L5W_ROLL,L4W_ROLL,L3W_ROLL,L2W_ROLL,L1W_ROLL,L0W_ROLL,,,,,,,,,,
DiDi Food,MX,Mexico City,Lomas de Chapultepec,Wealthy,Prioritized,Delivery Fee (MXN),18.1692078,16.80585803,19.18587923,16.5381122,17.60578364,16.58428855,19.58900181,16.12848524,17.89066893,,,,,,,,,,
DiDi Food,MX,Mexico City,Lomas de Chapultepec,Wealthy,Prioritized,Service Fee (%),0.151581499,0.162573955,0.163683294,0.167155937,0.163339668,0.18555729,0.210490168,0.155129872,0.138883648,,,,,,,,,,
DiDi Food,MX,Mexico City,Lomas de Chapultepec,Wealthy,Prioritized,Avg Delivery Time (mins),32.51829369,31.88535911,32.71861033,30.34491865,29.01828905,28.06331385,33.84229461,34.09762498,32.4948974,,,,,,,,,,
DiDi Food,MX,Mexico City,Lomas de Chapultepec,Wealthy,Prioritized,Customer Satisfaction Score,4.409294699,4.42479676,4.442351498,4.404541442,4.361233861,4.397781779,4.340315507,4.46611788,4.38571221,,,,,,,,,,
DiDi Food,MX,Mexico City,Coyoacán,Mixed,Not Prioritized,Retail SST > SS CVR,0.402715367,0.468874935,0.485359427,0.439233416,0.456937599,0.539699079,0.375176119,0.372132877,0.468556177,,,,,,,,,,
DiDi Food,MX,Mexico City,Coyoacán,Mixed,Not Prioritized,Restaurants SST > SS CVR,0.862652397,0.730074662,0.762536801,0.793241601,0.769125525,0.792263055,0.719291575,0.773793296,0.69463953,,,,,,,,,,
DiDi Food,MX,Mexico City,Coyoacán,Mixed,Not Prioritized,Delivery Fee (MXN),10.74358242,8.853337003,10.47412687,7.945573906,8.626208294,7.75297337,9.233114152,9.940195575,9.235304483,,,,,,,,,,
DiDi Food,MX,Mexico City,Coyoacán,Mixed,Not Prioritized,Service Fee (%),0.16689957,0.146199551,0.13617624,0.145029387,0.139309172,0.156520742,0.161492615,0.12663878,0.11573391,,,,,,,,,,
DiDi Food,MX,Mexico City,Coyoacán,Mixed,Not Prioritized,Avg Delivery Time (mins),21.92722774,23.16903318,20.05665754,18.55081634,26.06434126,19.48994889,23.42550238,21.81538869,22.25546622,,,,,,,,,,
DiDi Food,MX,Mexico City,Coyoacán,Mixed,Not Prioritized,Customer Satisfaction Score,4.680984916,4.689322902,4.671251001,4.773047614,4.652112512,4.707879198,4.713309747,4.614330921,4.780344201,,,,,,,,,,
DiDi Food,MX,Mexico City,Narvarte,Mixed,Not Prioritized,Retail SST > SS CVR,0.381064001,0.422808839,0.388630846,0.506113067,0.442986432,0.448984503,0.429202315,0.450338588,0.563703523,,,,,,,,,,
DiDi Food,MX,Mexico City,Narvarte,Mixed,Not Prioritized,Restaurants SST > SS CVR,0.767397886,0.782922531,0.716813089,0.729149217,0.767143665,0.75192929,0.773056335,0.785237397,0.808889538,,,,,,,,,,
DiDi Food,MX,Mexico City,Narvarte,Mixed,Not Prioritized,Delivery Fee (MXN),17.78745703,18.94333641,16.70159473,19.88313525,19.87316535,18.79658404,20.12997865,18.30736731,18.62334891,,,,,,,,,,
DiDi Food,MX,Mexico City,Narvarte,Mixed,Not Prioritized,Service Fee (%),0.094478772,0.081866105,0.115949485,0.089108312,0.079393243,0.073866909,0.080085569,0.078371426,0.089543287,,,,,,,,,,
DiDi Food,MX,Mexico City,Narvarte,Mixed,Not Prioritized,Avg Delivery Time (mins),27.11984531,32.01331306,31.18749653,34.7658067,28.10049688,29.77052159,29.9314276,32.16718144,29.17422677,,,,,,,,,,
DiDi Food,MX,Mexico City,Narvarte,Mixed,Not Prioritized,Customer Satisfaction Score,4.214199617,4.385450075,4.407219318,4.273652762,4.072199573,4.276679357,4.370484203,4.183412645,4.349639794,,,,,,,,,,
DiDi Food,MX,Mexico City,Mixcoac,Mixed,Not Prioritized,Retail SST > SS CVR,0.356355076,0.404513437,0.35,0.509088318,0.35,0.404055962,0.464471273,0.36291512,0.35,,,,,,,,,,
DiDi Food,MX,Mexico City,Mixcoac,Mixed,Not Prioritized,Restaurants SST > SS CVR,0.574990851,0.670796656,0.586771955,0.563784502,0.649233374,0.566957362,0.688538625,0.631134433,0.572842569,,,,,,,,,,
DiDi Food,MX,Mexico City,Mixcoac,Mixed,Not Prioritized,Delivery Fee (MXN),8.372773529,9.382465791,9.871684193,9.675595321,8.737659854,9.260615441,7.820622753,8.62951138,7.269826048,,,,,,,,,,
DiDi Food,MX,Mexico City,Mixcoac,Mixed,Not Prioritized,Service Fee (%),0.154997085,0.194011122,0.156474083,0.146436946,0.157436983,0.126800851,0.134311096,0.177751655,0.140605491,,,,,,,,,,
DiDi Food,MX,Mexico City,Mixcoac,Mixed,Not Prioritized,Avg Delivery Time (mins),32.32459291,32.35530525,33.79249927,31.81170687,31.66398718,34.9865974,34.44167442,35.84972999,30.7222342,,,,,,,,,,
DiDi Food,MX,Mexico City,Mixcoac,Mixed,Not Prioritized,Customer Satisfaction Score,4.046862886,4.229928549,4.152732135,4.142697912,4.313609369,4.032757311,4.189893147,4.102810447,4.123968362,,,,,,,,,,
DiDi Food,MX,Mexico City,Tlalpan,Mixed,Not Prioritized,Retail SST > SS CVR,0.728501392,0.720882788,0.648524502,0.709171799,0.719052371,0.680692821,0.661472516,0.627146445,0.604324841,,,,,,,,,,
DiDi Food,MX,Mexico City,Tlalpan,Mixed,Not Prioritized,Restaurants SST > SS CVR,0.609075616,0.69540711,0.692629126,0.721840126,0.747256652,0.749493466,0.677315919,0.698113706,0.720598789,,,,,,,,,,
DiDi Food,MX,Mexico City,Tlalpan,Mixed,Not Prioritized,Delivery Fee (MXN),18.27423458,16.92046029,17.94910203,17.79495218,16.02170132,17.56340355,17.38677782,17.0908148,16.96613139,,,,,,,,,,
DiDi Food,MX,Mexico City,Tlalpan,Mixed,Not Prioritized,Service Fee (%),0.150880126,0.142025657,0.164325271,0.177363652,0.153023423,0.158774651,0.18664229,0.157413055,0.204631653,,,,,,,,,,
DiDi Food,MX,Mexico City,Tlalpan,Mixed,Not Prioritized,Avg Delivery Time (mins),29.57371908,27.19806674,26.60827335,27.75142634,24.70621264,26.90714902,25.45003295,25.91172205,27.60787806,,,,,,,,,,
DiDi Food,MX,Mexico City,Tlalpan,Mixed,Not Prioritized,Customer Satisfaction Score,4.700776651,4.772545635,4.708395916,4.735395616,4.852305802,4.960438412,4.832915114,4.673859655,4.837908228,,,,,,,,,,
DiDi Food,MX,Mexico City,Doctores,Mixed,Not Prioritized,Retail SST > SS CVR,0.591591438,0.650432817,0.505199456,0.522376875,0.554982806,0.536675093,0.536833011,0.472986253,0.607145132,,,,,,,,,,
DiDi Food,MX,Mexico City,Doctores,Mixed,Not Prioritized,Restaurants SST > SS CVR,0.713458192,0.62560388,0.608481726,0.620239351,0.759651372,0.66892926,0.824432131,0.668309787,0.705749732,,,,,,,,,,
DiDi Food,MX,Mexico City,Doctores,Mixed,Not Prioritized,Delivery Fee (MXN),16.82112105,16.8464201,16.59073463,15.9162458,14.3350159,15.78765555,14.95276265,16.27221407,16.0757075,,,,,,,,,,
DiDi Food,MX,Mexico City,Doctores,Mixed,Not Prioritized,Service Fee (%),0.137782782,0.152536231,0.180318695,0.127934311,0.146894904,0.136431647,0.113437361,0.14911448,0.148333143,,,,,,,,,,
DiDi Food,MX,Mexico City,Doctores,Mixed,Not Prioritized,Avg Delivery Time (mins),32.34420155,33.11802201,35.68811745,29.81112554,31.26528151,32.48783183,34.25932454,31.35605812,34.36178863,,,,,,,,,,
DiDi Food,MX,Mexico City,Doctores,Mixed,Not Prioritized,Customer Satisfaction Score,4.276479257,4.421330547,4.358253745,4.484304113,4.293371552,4.50253226,4.45545523,4.423611839,4.310745182,,,,,,,,,,
DiDi Food,MX,Mexico City,Iztapalapa,Non-Wealthy,Not Prioritized,Retail SST > SS CVR,0.817923614,0.856453689,0.826759573,0.905890114,0.780794475,0.833782917,0.846649444,0.817442423,0.692800992,,,,,,,,,,
DiDi Food,MX,Mexico City,Iztapalapa,Non-Wealthy,Not Prioritized,Restaurants SST > SS CVR,0.756708869,0.734643511,0.788192827,0.714834842,0.779843709,0.803058128,0.826100776,0.759746411,0.754570427,,,,,,,,,,
DiDi Food,MX,Mexico City,Iztapalapa,Non-Wealthy,Not Prioritized,Delivery Fee (MXN),16.49549066,15.91935511,15.30018677,15.21763802,15.83663736,17.708573,15.61439017,16.12644867,16.24211249,,,,,,,,,,
DiDi Food,MX,Mexico City,Iztapalapa,Non-Wealthy,Not Prioritized,Service Fee (%),0.098489032,0.135846438,0.115483009,0.122449375,0.131428345,0.089858643,0.110528507,0.136994854,0.096023772,,,,,,,,,,
DiDi Food,MX,Mexico City,Iztapalapa,Non-Wealthy,Not Prioritized,Avg Delivery Time (mins),29.29563803,36.79153465,32.12193942,32.65776489,30.34511301,31.33142297,31.10843842,30.87828268,33.22787616,,,,,,,,,,
DiDi Food,MX,Mexico City,Iztapalapa,Non-Wealthy,Not Prioritized,Customer Satisfaction Score,4.404020627,4.347396049,4.455146216,4.491859881,4.518288791,4.466622386,4.412275447,4.366219209,4.457592619,,,,,,,,,,
DiDi Food,MX,Mexico City,Tláhuac,Non-Wealthy,Not Prioritized,Retail SST > SS CVR,0.565833295,0.626251123,0.60673131,0.729650785,0.717643442,0.577431679,0.593612316,0.632838826,0.699011642,,,,,,,,,,
DiDi Food,MX,Mexico City,Tláhuac,Non-Wealthy,Not Prioritized,Restaurants SST > SS CVR,0.632470596,0.59732173,0.589660338,0.605482763,0.581953508,0.635753455,0.710853862,0.645773902,0.617002264,,,,,,,,,,
DiDi Food,MX,Mexico City,Tláhuac,Non-Wealthy,Not Prioritized,Delivery Fee (MXN),23.19450886,24.06639776,23.87245419,23.52306376,23.49393883,22.81912381,23.63832933,24.43626704,22.58153552,,,,,,,,,,
DiDi Food,MX,Mexico City,Tláhuac,Non-Wealthy,Not Prioritized,Service Fee (%),0.145570063,0.137150859,0.168646925,0.147943419,0.116912451,0.164062589,0.132315129,0.183143966,0.167278972,,,,,,,,,,
DiDi Food,MX,Mexico City,Tláhuac,Non-Wealthy,Not Prioritized,Avg Delivery Time (mins),45.48906362,43.57464028,41.52005397,44.19372563,45.92343012,45.27100493,45.62589787,43.10277182,43.42718952,,,,,,,,,,
DiDi Food,MX,Mexico City,Tláhuac,Non-Wealthy,Not Prioritized,Customer Satisfaction Score,4.835159727,4.753339645,4.746452332,4.69130492,4.829177085,4.99306967,4.680063887,4.789239124,4.928039234,,,,,,,,,,
DiDi Food,MX,Mexico City,Milpa Alta,Non-Wealthy,Not Prioritized,Retail SST > SS CVR,0.89681611,0.881311966,0.940999982,0.955180409,0.824112744,0.870800711,0.885199532,0.870217572,0.973209437,,,,,,,,,,
DiDi Food,MX,Mexico City,Milpa Alta,Non-Wealthy,Not Prioritized,Restaurants SST > SS CVR,0.85632679,0.854848242,0.827470712,0.862053219,0.830358956,0.853552075,0.911008903,0.794801898,0.902122955,,,,,,,,,,
DiDi Food,MX,Mexico City,Milpa Alta,Non-Wealthy,Not Prioritized,Delivery Fee (MXN),18.48861577,19.9599847,18.56284567,16.41396489,18.1556524,19.64670333,19.19983196,17.81413389,18.08873001,,,,,,,,,,
DiDi Food,MX,Mexico City,Milpa Alta,Non-Wealthy,Not Prioritized,Service Fee (%),0.106579968,0.147101655,0.108347732,0.139137312,0.145220462,0.134760359,0.106161735,0.122868743,0.114310229,,,,,,,,,,
DiDi Food,MX,Mexico City,Milpa Alta,Non-Wealthy,Not Prioritized,Avg Delivery Time (mins),41.42771206,39.10271012,43.07219105,38.44008149,39.87870928,41.73137212,39.66445228,42.23790525,43.43457511,,,,,,,,,,
DiDi Food,MX,Mexico City,Milpa Alta,Non-Wealthy,Not Prioritized,Customer Satisfaction Score,4.511378403,4.31009067,4.342349305,4.461514587,4.428081981,4.445186812,4.459042516,4.473595949,4.521093787,,,,,,,,,,
DiDi Food,MX,Mexico City,Xochimilco,Non-Wealthy,Not Prioritized,Retail SST > SS CVR,0.543778318,0.562662518,0.481827809,0.537650235,0.444899501,0.416293868,0.53718485,0.585173309,0.542790269,,,,,,,,,,
DiDi Food,MX,Mexico City,Xochimilco,Non-Wealthy,Not Prioritized,Restaurants SST > SS CVR,0.452187993,0.428593887,0.450833633,0.471959313,0.464885281,0.490832888,0.433585978,0.481015587,0.442382963,,,,,,,,,,
DiDi Food,MX,Mexico City,Xochimilco,Non-Wealthy,Not Prioritized,Delivery Fee (MXN),22.9362056,21.52078741,22.70692343,21.66106613,22.38705733,21.40177149,21.13683902,22.13940759,20.16234279,,,,,,,,,,
DiDi Food,MX,Mexico City,Xochimilco,Non-Wealthy,Not Prioritized,Service Fee (%),0.1339104,0.1187621,0.11847969,0.1588419,0.174048016,0.137746764,0.136459314,0.141236792,0.163073314,,,,,,,,,,
DiDi Food,MX,Mexico City,Xochimilco,Non-Wealthy,Not Prioritized,Avg Delivery Time (mins),29.96787894,31.59983572,29.80312924,30.55667926,30.57938453,34.64788692,25.65275338,27.89695045,32.22093029,,,,,,,,,,
DiDi Food,MX,Mexico City,Xochimilco,Non-Wealthy,Not Prioritized,Customer Satisfaction Score,4.446337437,4.467793893,4.5768262,4.642766571,4.61303019,4.645535198,4.555751494,4.489082109,4.321342164,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
